2022-10-27 23:01:29.810937, Svetlana, 261891921, /div 3.2 7.9
2022-10-27 23:12:38.633375, Svetlana, 261891921, /sub 3.6 3.5
2022-10-27 23:12:57.061276, Svetlana, 261891921, /mult -4 9.0
